filename,l_min,l_max,b_min,b_max
GaiaSource_224446-224553_p.csv.gz,91.339,96.91,-8.858,-3.549
GaiaSource_224554-224662_p.csv.gz,93.873,99.01,-8.616,-3.636
GaiaSource_224663-224754_p.csv.gz,94.186,98.943,-7.438,-2.795
GaiaSource_224755-224837_p.csv.gz,89.96,99.129,-9.174,-0.099
GaiaSource_224838-224922_p.csv.gz,90.715,95.66,-5.815,-0.942
GaiaSource_224923-224990_p.csv.gz,90.926,95.439,-4.696,-0.223
GaiaSource_224991-225064_p.csv.gz,92.398,97.696,-5.487,-0.343
GaiaSource_225065-225139_p.csv.gz,94.951,99.31,-5.293,-1.128
GaiaSource_225140-225226_p.csv.gz,94.448,99.491,-4.924,-0.032
GaiaSource_225227-225374_p.csv.gz,90.498,105.474,-15.369,0.293
GaiaSource_225375-225621_p.csv.gz,96.509,105.831,-15.606,-7.633
GaiaSource_225622-225827_p.csv.gz,97.013,106.961,-14.141,-4.961
GaiaSource_225828-225982_p.csv.gz,97.037,102.59,-11.105,-5.874
GaiaSource_225983-226130_p.csv.gz,99.314,105.999,-10.803,-5.292
GaiaSource_226131-226268_p.csv.gz,101.755,107.207,-9.575,-4.532
GaiaSource_226269-226461_p.csv.gz,102.611,111.466,-12.657,-4.302
GaiaSource_226462-226644_p.csv.gz,106.113,115.138,-11.491,-5.338
GaiaSource_226645-226808_p.csv.gz,115.097,115.943,-9.278,-5.16
GaiaSource_226809-226954_p.csv.gz,105.942,116.02,-10.791,-2.353
GaiaSource_226955-227087_p.csv.gz,106.743,113.007,-7.692,-2.283
GaiaSource_227088-227232_p.csv.gz,111.094,116.323,-7.022,-2.219
GaiaSource_227233-227367_p.csv.gz,97.753,116.622,-13.84,3.239
GaiaSource_227368-227471_p.csv.gz,98.019,103.291,-7.89,-2.804
GaiaSource_227472-227559_p.csv.gz,98.418,103.243,-6.612,-1.995
GaiaSource_227560-227663_p.csv.gz,100.159,106.248,-7.446,-2.183
GaiaSource_227664-227769_p.csv.gz,102.395,107.696,-6.454,-1.71
GaiaSource_227770-227863_p.csv.gz,98.594,108.013,-7.682,1.297
GaiaSource_227864-227939_p.csv.gz,98.765,103.581,-4.991,-0.366
GaiaSource_227940-228009_p.csv.gz,98.713,103.742,-4.182,0.599
GaiaSource_228010-228083_p.csv.gz,99.458,103.907,-2.875,1.262
GaiaSource_228084-228169_p.csv.gz,101.468,106.878,-4.289,0.614
GaiaSource_228170-228250_p.csv.gz,103.263,108.33,-3.34,1.311
GaiaSource_228251-228349_p.csv.gz,103.426,108.556,-2.456,2.572
GaiaSource_228350-228485_p.csv.gz,105.032,112.721,-6.517,1.324
GaiaSource_228486-228619_p.csv.gz,107.179,113.617,-5.04,0.757
GaiaSource_228620-228780_p.csv.gz,116.173,116.921,-4.032,-0.337
GaiaSource_228781-228891_p.csv.gz,107.496,117.22,-4.771,3.545
GaiaSource_228892-229034_p.csv.gz,107.234,112.838,-2.771,2.455
GaiaSource_229035-229177_p.csv.gz,108.471,115.161,-1.253,3.712
GaiaSource_229178-229302_p.csv.gz,112.407,117.517,-0.323,3.767
GaiaSource_229303-229390_p.csv.gz,54.259,117.81,-41.758,21.254
GaiaSource_229391-229430_p.csv.gz,54.5,57.007,-0.186,2.793
GaiaSource_229431-229489_p.csv.gz,55.374,58.635,-1.026,2.758
GaiaSource_229490-229523_p.csv.gz,54.749,58.877,-0.457,4.201
GaiaSource_229524-229555_p.csv.gz,55.019,57.372,1.579,4.473
GaiaSource_229556-229589_p.csv.gz,55.885,58.706,0.742,4.279
GaiaSource_229590-229614_p.csv.gz,56.776,59.054,1.208,3.939
GaiaSource_229615-229654_p.csv.gz,56.423,60.969,-1.521,3.825
GaiaSource_229655-229698_p.csv.gz,58.007,61.131,-1.478,2.001
GaiaSource_229699-229743_p.csv.gz,59.49,62.187,-1.817,1.21
GaiaSource_229744-229773_p.csv.gz,58.259,62.425,-1.426,3.192
GaiaSource_229774-229797_p.csv.gz,58.675,60.901,0.57,3.155
GaiaSource_229798-229821_p.csv.gz,58.809,61.025,1.29,3.672
GaiaSource_229822-229856_p.csv.gz,59.557,62.687,-0.215,3.24
GaiaSource_229857-229881_p.csv.gz,60.433,62.659,0.749,3.125
GaiaSource_229882-229915_p.csv.gz,55.281,62.796,-0.675,7.152
GaiaSource_229916-229957_p.csv.gz,55.555,58.782,2.771,6.516
GaiaSource_229958-229983_p.csv.gz,57.319,59.668,2.659,5.118
GaiaSource_229984-230015_p.csv.gz,57.313,59.954,3.381,5.985
GaiaSource_230016-230070_p.csv.gz,55.551,58.624,4.783,8.024
GaiaSource_230071-230114_p.csv.gz,57.025,60.243,4.257,7.971
GaiaSource_230115-230153_p.csv.gz,57.309,61.73,2.568,7.712
GaiaSource_230154-230176_p.csv.gz,59.154,61.445,2.247,4.76
GaiaSource_230177-230205_p.csv.gz,59.218,61.578,2.964,5.41
GaiaSource_230206-230226_p.csv.gz,60.109,62.49,1.82,4.661
GaiaSource_230227-230249_p.csv.gz,60.921,63.229,1.876,4.571
GaiaSource_230250-230271_p.csv.gz,61.289,63.515,2.669,5.025
GaiaSource_230272-230308_p.csv.gz,59.221,62.026,3.758,6.627
GaiaSource_230309-230346_p.csv.gz,59.97,62.918,3.685,7.213
GaiaSource_230347-230376_p.csv.gz,61.517,63.814,3.62,6.297
GaiaSource_230377-230425_p.csv.gz,58.493,66.867,-2.408,6.749
GaiaSource_230426-230485_p.csv.gz,61.548,65.35,-3.148,1.199
GaiaSource_230486-230535_p.csv.gz,61.965,66.269,-2.66,2.057
GaiaSource_230536-230572_p.csv.gz,61.781,64.477,-0.466,2.529
GaiaSource_230573-230597_p.csv.gz,62.801,65.378,-0.492,2.597
GaiaSource_230598-230627_p.csv.gz,63.72,66.278,-0.847,1.872
GaiaSource_230628-230652_p.csv.gz,64.147,66.257,0.033,2.31
GaiaSource_230653-230713_p.csv.gz,63.751,68.162,-3.135,1.692
GaiaSource_230714-230773_p.csv.gz,66.034,69.556,-3.439,0.326
GaiaSource_230774-230814_p.csv.gz,65.386,69.573,-2.789,1.63
GaiaSource_230815-230841_p.csv.gz,65.658,68.148,-0.611,1.963
GaiaSource_230842-230886_p.csv.gz,66.566,69.917,-1.652,1.991
GaiaSource_230887-230918_p.csv.gz,62.495,70.185,-2.609,5.167
GaiaSource_230919-230937_p.csv.gz,62.634,64.73,1.289,3.57
GaiaSource_230938-230956_p.csv.gz,62.628,64.871,1.728,4.273
GaiaSource_230957-230977_p.csv.gz,63.373,65.773,1.535,4.338
GaiaSource_230978-231001_p.csv.gz,64.278,66.534,0.824,3.182
GaiaSource_231002-231022_p.csv.gz,64.42,66.676,1.351,3.879
GaiaSource_231023-231046_p.csv.gz,63.074,67.124,1.268,5.533
GaiaSource_231047-231071_p.csv.gz,63.225,65.615,3.04,5.468
GaiaSource_231072-231104_p.csv.gz,63.234,66.297,3.075,6.326
GaiaSource_231105-231128_p.csv.gz,64.87,67.126,2.574,4.915
GaiaSource_231129-231156_p.csv.gz,65.033,67.283,3.097,5.609
GaiaSource_231157-231184_p.csv.gz,64.719,69.019,0.786,5.427
GaiaSource_231185-231210_p.csv.gz,66.225,68.645,0.761,3.528
GaiaSource_231211-231239_p.csv.gz,66.904,69.562,0.613,3.753
GaiaSource_231240-231271_p.csv.gz,67.893,70.477,0.292,2.975
GaiaSource_231272-231299_p.csv.gz,66.677,70.778,0.613,4.849
GaiaSource_231300-231327_p.csv.gz,66.832,69.254,2.33,4.75
GaiaSource_231328-231356_p.csv.gz,66.843,69.269,3.022,5.436
GaiaSource_231357-231389_p.csv.gz,67.902,70.939,1.859,5.119
GaiaSource_231390-231421_p.csv.gz,68.67,71.339,2.606,5.231
GaiaSource_231422-231490_p.csv.gz,56.162,71.204,-1.455,13.473
GaiaSource_231491-231557_p.csv.gz,57.23,61.467,5.994,10.815
GaiaSource_231558-231656_p.csv.gz,57.123,61.523,7.273,11.935
GaiaSource_231657-231723_p.csv.gz,58.591,63.258,5.497,11.112
GaiaSource_231724-231777_p.csv.gz,61.055,64.446,5.036,8.958
GaiaSource_231778-231849_p.csv.gz,60.434,64.783,5.578,10.481
GaiaSource_231850-231941_p.csv.gz,57.914,65.769,5.495,13.636
GaiaSource_231942-232081_p.csv.gz,57.574,62.874,8.998,14.437
GaiaSource_232082-232239_p.csv.gz,58.914,64.697,8.629,15.536
GaiaSource_232240-232374_p.csv.gz,61.866,66.52,8.471,13.941
GaiaSource_232375-232469_p.csv.gz,60.83,69.435,4.613,13.993
GaiaSource_232470-232518_p.csv.gz,63.889,67.166,4.414,8.035
GaiaSource_232519-232563_p.csv.gz,65.386,68.082,4.401,7.321
GaiaSource_232564-232637_p.csv.gz,63.962,68.427,4.753,9.728
GaiaSource_232638-232706_p.csv.gz,65.641,70.125,4.661,9.595
GaiaSource_232707-232744_p.csv.gz,67.274,69.918,4.067,6.847
GaiaSource_232745-232785_p.csv.gz,67.993,70.986,3.759,7.322
GaiaSource_232786-232828_p.csv.gz,69.355,72.085,3.974,6.855
GaiaSource_232829-232893_p.csv.gz,67.605,71.987,4.355,9.013
GaiaSource_232894-232960_p.csv.gz,65.172,73.174,3.893,11.798
GaiaSource_232961-233067_p.csv.gz,64.872,69.562,7.081,11.714
GaiaSource_233068-233208_p.csv.gz,65.514,70.992,8.181,13.511
GaiaSource_233209-233310_p.csv.gz,67.618,73.146,6.326,12.406
GaiaSource_233311-233439_p.csv.gz,69.226,74.511,7.414,12.666
GaiaSource_233440-233536_p.csv.gz,63.274,79.314,-3.814,12.049
GaiaSource_233537-233621_p.csv.gz,69.021,73.665,-3.883,1.113
GaiaSource_233622-233685_p.csv.gz,69.285,73.152,-2.504,1.708
GaiaSource_233686-233763_p.csv.gz,70.52,75.523,-4.034,1.417
GaiaSource_233764-233870_p.csv.gz,72.391,77.389,-4.343,0.816
GaiaSource_233871-233990_p.csv.gz,69.727,77.943,-4.03,4.211
GaiaSource_233991-234036_p.csv.gz,69.563,72.322,0.052,2.976
GaiaSource_234037-234088_p.csv.gz,70.791,74.179,-0.332,3.256
GaiaSource_234089-234136_p.csv.gz,70.18,74.49,0.149,4.607
GaiaSource_234137-234167_p.csv.gz,70.508,73.114,2.248,4.898
GaiaSource_234168-234201_p.csv.gz,71.434,74.496,1.432,4.798
GaiaSource_234202-234231_p.csv.gz,72.358,74.982,2.069,4.714
GaiaSource_234232-234281_p.csv.gz,72.032,76.673,-0.468,4.442
GaiaSource_234282-234353_p.csv.gz,74.032,77.927,-0.653,3.466
GaiaSource_234354-234404_p.csv.gz,73.738,78.24,-0.084,4.558
GaiaSource_234405-234462_p.csv.gz,74.55,78.424,1.023,5.101
GaiaSource_234463-234557_p.csv.gz,72.949,81.735,-4.152,4.74
GaiaSource_234558-234761_p.csv.gz,76.079,82.707,-4.552,2.124
GaiaSource_234762-234910_p.csv.gz,79.407,84.944,-4.471,0.999
GaiaSource_234911-235142_p.csv.gz,76.53,85.471,-3.979,4.999
GaiaSource_235143-235362_p.csv.gz,77.687,85.39,-1.83,6.05
GaiaSource_235363-235470_p.csv.gz,80.941,85.65,0.391,5.2
GaiaSource_235471-235539_p.csv.gz,70.854,86.537,-3.871,10.964
GaiaSource_235540-235578_p.csv.gz,71.209,73.96,3.747,6.616
GaiaSource_235579-235616_p.csv.gz,72.209,75.519,3.181,6.595
GaiaSource_235617-235665_p.csv.gz,71.583,75.897,3.658,8.033
GaiaSource_235666-235729_p.csv.gz,71.973,75.479,4.763,8.503
GaiaSource_235730-235789_p.csv.gz,73.185,77.809,3.522,8.338
GaiaSource_235790-235835_p.csv.gz,74.956,77.755,3.472,6.318
GaiaSource_235836-235897_p.csv.gz,76.047,79.666,2.998,6.477
GaiaSource_235898-235967_p.csv.gz,75.076,79.46,3.866,8.225
GaiaSource_235968-236056_p.csv.gz,72.38,80.629,3.327,11.193
GaiaSource_236057-236161_p.csv.gz,72.742,77.838,6.254,11.028
GaiaSource_236162-236297_p.csv.gz,73.178,79.386,6.445,12.524
GaiaSource_236298-236416_p.csv.gz,76.159,81.279,6.545,11.146
GaiaSource_236417-236571_p.csv.gz,74.96,84.383,3.201,12.99
GaiaSource_236572-236697_p.csv.gz,78.24,83.52,2.947,8.087
GaiaSource_236698-236806_p.csv.gz,79.235,85.053,3.5,9.466
GaiaSource_236807-236905_p.csv.gz,81.823,86.454,3.068,7.553
GaiaSource_236906-237015_p.csv.gz,82.069,87.046,4.293,9.271
GaiaSource_237016-237137_p.csv.gz,79.179,87.471,4.212,12.163
GaiaSource_237138-237296_p.csv.gz,79.836,85.414,7.423,13.042
GaiaSource_237297-237433_p.csv.gz,81.718,87.902,6.871,13.124
GaiaSource_237434-237632_p.csv.gz,59.069,89.021,-2.113,23.437
GaiaSource_237633-237872_p.csv.gz,59.935,66.376,11.715,18.756
GaiaSource_237873-238118_p.csv.gz,60.974,69.657,11.232,20.554
GaiaSource_238119-238460_p.csv.gz,61.509,69.877,13.815,22.206
GaiaSource_238461-238723_p.csv.gz,64.147,73.492,10.378,20.794
GaiaSource_238724-238940_p.csv.gz,67.69,74.796,9.197,17.001
GaiaSource_238941-239195_p.csv.gz,68.349,77.182,10.086,18.938
GaiaSource_239196-239551_p.csv.gz,69.458,77.49,13.519,20.379
GaiaSource_239552-240020_p.csv.gz,62.556,78.36,13.453,26.292
GaiaSource_240021-240665_p.csv.gz,65.022,77.432,17.47,28.146
GaiaSource_240666-241246_p.csv.gz,69.899,80.855,17.994,26.735
GaiaSource_241247-241760_p.csv.gz,68.405,86.465,10.135,29.073
GaiaSource_241761-241998_p.csv.gz,74.488,81.097,10.054,16.637
GaiaSource_241999-242292_p.csv.gz,75.312,84.071,10.52,19.249
GaiaSource_242293-242704_p.csv.gz,76.177,87.074,10.902,21.737
GaiaSource_242705-242977_p.csv.gz,80.51,87.777,10.556,17.398
GaiaSource_242978-243318_p.csv.gz,82.056,90.865,11.057,19.945
GaiaSource_243319-243830_p.csv.gz,77.126,92.396,12.687,24.734
GaiaSource_243831-244594_p.csv.gz,77.146,88.35,19.053,29.462
GaiaSource_244595-245391_p.csv.gz,82.384,94.26,18.925,29.764
GaiaSource_245392-245829_p.csv.gz,68.403,103.166,-4.029,29.811
GaiaSource_245830-245886_p.csv.gz,85.254,88.57,-3.092,0.191
GaiaSource_245887-245969_p.csv.gz,83.559,88.122,-2.687,1.897
GaiaSource_245970-246030_p.csv.gz,85.434,90.226,-2.699,2.134
GaiaSource_246031-246093_p.csv.gz,87.463,91.031,-3.003,0.575
GaiaSource_246094-246173_p.csv.gz,87.7,92.551,-2.874,1.996
GaiaSource_246174-246265_p.csv.gz,87.933,92.721,-1.633,3.142
GaiaSource_246266-246342_p.csv.gz,84.057,92.494,-2.722,5.651
GaiaSource_246343-246433_p.csv.gz,84.848,89.689,0.329,5.269
GaiaSource_246434-246546_p.csv.gz,85.357,91.376,0.346,6.539
GaiaSource_246547-246712_p.csv.gz,87.655,93.441,0.194,6.018
GaiaSource_246713-246843_p.csv.gz,87.38,96.582,-2.628,6.597
GaiaSource_246844-246939_p.csv.gz,91.558,96.463,-2.357,2.518
GaiaSource_246940-247052_p.csv.gz,91.774,97.956,-2.219,3.918
GaiaSource_247053-247138_p.csv.gz,95.333,100.023,-2.394,2.231
GaiaSource_247139-247232_p.csv.gz,95.189,100.21,-1.548,3.372
GaiaSource_247233-247376_p.csv.gz,91.637,100.861,-2.506,6.673
GaiaSource_247377-247496_p.csv.gz,92.053,97.287,1.15,6.412
GaiaSource_247497-247595_p.csv.gz,93.978,99.243,1.377,6.616
GaiaSource_247596-247690_p.csv.gz,96.286,101.229,1.612,6.488
GaiaSource_247691-247808_p.csv.gz,85.743,101.611,-3.682,11.98
GaiaSource_247809-247921_p.csv.gz,85.248,90.085,3.261,7.955
GaiaSource_247922-248023_p.csv.gz,85.624,90.645,4.593,9.628
GaiaSource_248024-248140_p.csv.gz,87.419,92.854,3.841,9.586
GaiaSource_248141-248260_p.csv.gz,89.234,94.37,4.421,9.744
GaiaSource_248261-248409_p.csv.gz,86.178,94.856,4.34,12.925
GaiaSource_248410-248615_p.csv.gz,86.768,93.555,7.191,14.046
GaiaSource_248616-248843_p.csv.gz,88.958,98.181,5.006,14.315
GaiaSource_248844-248985_p.csv.gz,92.694,98.132,4.194,9.596
GaiaSource_248986-249150_p.csv.gz,93.538,100.046,4.35,10.949
GaiaSource_249151-249315_p.csv.gz,96.717,102.516,5.068,10.826
GaiaSource_249316-249570_p.csv.gz,92.606,102.074,5.034,14.557
GaiaSource_249571-249860_p.csv.gz,90.64,107.252,-0.889,15.508
GaiaSource_249861-249951_p.csv.gz,99.213,104.231,-2.059,2.89
GaiaSource_249952-250048_p.csv.gz,99.308,104.399,-0.918,3.949
GaiaSource_250049-250171_p.csv.gz,101.429,106.779,-0.685,4.277
GaiaSource_250172-250299_p.csv.gz,103.601,108.953,-0.22,4.643
GaiaSource_250300-250414_p.csv.gz,99.634,109.265,-1.333,7.886
GaiaSource_250415-250504_p.csv.gz,100.387,105.324,2.175,6.946
GaiaSource_250505-250614_p.csv.gz,100.354,105.334,3.064,7.984
GaiaSource_250615-250751_p.csv.gz,102.638,109.577,1.597,8.285
GaiaSource_250752-250918_p.csv.gz,103.275,112.388,0.331,9.039
GaiaSource_250919-251079_p.csv.gz,107.953,113.441,0.611,5.535
GaiaSource_251080-251247_p.csv.gz,110.508,117.964,1.156,6.76
GaiaSource_251248-251438_p.csv.gz,108.406,118.411,1.159,9.648
GaiaSource_251439-251654_p.csv.gz,108.673,115.432,3.6,9.885
GaiaSource_251655-251873_p.csv.gz,113.055,118.86,4.467,10.383
GaiaSource_251874-252017_p.csv.gz,100.309,119.011,-1.798,15.314
GaiaSource_252018-252204_p.csv.gz,100.657,108.098,4.516,11.717
GaiaSource_252205-252406_p.csv.gz,104.796,110.712,6.079,11.812
GaiaSource_252407-252718_p.csv.gz,100.232,110.245,5.401,15.095
GaiaSource_252719-253015_p.csv.gz,104.362,115.235,5.609,15.456
GaiaSource_253016-253253_p.csv.gz,109.22,117.932,5.872,12.94
GaiaSource_253254-253549_p.csv.gz,109.482,119.62,7.012,15.659
GaiaSource_253550-253946_p.csv.gz,109.769,120.163,8.467,18.013
GaiaSource_253947-254266_p.csv.gz,86.635,120.238,-7.768,24.193
GaiaSource_254267-254684_p.csv.gz,88.134,97.791,11.302,21.846
GaiaSource_254685-255145_p.csv.gz,91.355,101.339,11.327,22.339
GaiaSource_255146-255619_p.csv.gz,95.356,104.972,11.211,20.989
GaiaSource_255620-256329_p.csv.gz,90.081,106.212,11.904,26.613
GaiaSource_256330-257285_p.csv.gz,92.831,104.483,18.253,29.765
GaiaSource_257286-258178_p.csv.gz,96.26,113.222,11.333,29.811
GaiaSource_258179-258805_p.csv.gz,101.003,112.599,10.541,21.998
GaiaSource_258806-259423_p.csv.gz,105.539,120.398,9.915,22.682
GaiaSource_259424-260097_p.csv.gz,104.859,121.531,9.934,25.321
GaiaSource_260098-261095_p.csv.gz,103.317,116.821,17.082,29.628
GaiaSource_261096-262133_p.csv.gz,109.855,122.792,15.7,29.122
GaiaSource_262134-265343_p.csv.gz,122.927,335.341,-71.961,27.111
GaiaSource_265344-268719_p.csv.gz,15.805,76.786,-78.36,-72.617
GaiaSource_268720-271830_p.csv.gz,15.737,85.877,-78.389,-68.678
GaiaSource_271831-274602_p.csv.gz,42.404,85.789,-78.161,-68.689
GaiaSource_274603-277912_p.csv.gz,70.852,93.125,-74.343,-63.458
GaiaSource_277913-281529_p.csv.gz,63.372,96.311,-75.909,-60.219
GaiaSource_281530-285121_p.csv.gz,126.595,188.965,-72.35,-45.539
GaiaSource_285122-288626_p.csv.gz,100.475,182.832,-71.15,-45.227
GaiaSource_288627-292004_p.csv.gz,91.997,163.71,-64.505,-49.328
GaiaSource_292005-295159_p.csv.gz,40.345,120.91,-82.185,-33.741
GaiaSource_295160-297430_p.csv.gz,37.718,72.752,-65.472,-42.73
GaiaSource_297431-299572_p.csv.gz,42.621,86.655,-66.986,-37.71
GaiaSource_299573-302248_p.csv.gz,58.694,99.686,-65.535,-43.277
GaiaSource_302249-303999_p.csv.gz,42.218,94.339,-65.24,-27.514
GaiaSource_304000-305414_p.csv.gz,45.79,70.553,-49.562,-28.055
GaiaSource_305415-306306_p.csv.gz,46.609,63.159,-41.339,-25.731
GaiaSource_306307-307590_p.csv.gz,52.408,80.681,-50.595,-27.501
GaiaSource_307591-309467_p.csv.gz,60.854,90.576,-52.401,-30.562
GaiaSource_309468-310877_p.csv.gz,63.291,86.273,-45.191,-26.881
GaiaSource_310878-313367_p.csv.gz,96.347,106.588,-60.178,-41.778
GaiaSource_313368-315968_p.csv.gz,100.092,106.584,-55.19,-41.788
GaiaSource_315969-318482_p.csv.gz,104.212,137.112,-48.54,-36.815
GaiaSource_318483-320528_p.csv.gz,95.581,115.551,-52.613,-30.456
GaiaSource_320529-322281_p.csv.gz,79.078,108.244,-46.535,-28.047
GaiaSource_322282-323754_p.csv.gz,106.601,109.856,-41.743,-31.568
GaiaSource_323755-325433_p.csv.gz,107.472,110.597,-39.292,-28.852
GaiaSource_325434-326719_p.csv.gz,108.302,111.322,-36.776,-26.044
GaiaSource_326720-327760_p.csv.gz,112.76,335.312,-71.95,-20.05
GaiaSource_327761-328727_p.csv.gz,234.235,248.31,-30.639,-17.852
GaiaSource_328728-329262_p.csv.gz,233.548,244.29,-23.955,-13.378
GaiaSource_329263-329984_p.csv.gz,227.536,244.132,-31.894,-14.641
GaiaSource_329985-331030_p.csv.gz,226.607,239.966,-33.527,-18.163
GaiaSource_331031-331736_p.csv.gz,224.093,234.951,-27.35,-15.328
GaiaSource_331737-332053_p.csv.gz,224.729,241.069,-24.696,-6.547
GaiaSource_332054-332244_p.csv.gz,233.287,238.518,-13.09,-7.083
GaiaSource_332245-332549_p.csv.gz,229.901,238.578,-17.971,-7.673
GaiaSource_332550-332784_p.csv.gz,229.195,235.288,-14.466,-8.013
GaiaSource_332785-332914_p.csv.gz,229.457,237.886,-12.862,-3.006
GaiaSource_332915-333054_p.csv.gz,231.047,236.42,-9.394,-3.659
GaiaSource_333055-333167_p.csv.gz,231.456,236.798,-6.637,-0.36
GaiaSource_333168-333325_p.csv.gz,228.339,236.488,-9.418,-0.052
GaiaSource_333326-333491_p.csv.gz,228.583,233.799,-10.919,-4.783
GaiaSource_333492-333648_p.csv.gz,227.738,233.076,-9.503,-2.271
GaiaSource_333649-333789_p.csv.gz,227.096,232.193,-7.162,-1.027
GaiaSource_333790-334119_p.csv.gz,221.617,237.079,-19.327,-2.325
GaiaSource_334120-334488_p.csv.gz,223.123,232.074,-20.148,-9.047
GaiaSource_334489-334876_p.csv.gz,220.436,230.872,-20.033,-6.737
GaiaSource_334877-335112_p.csv.gz,223.984,230.611,-12.242,-4.9
GaiaSource_335113-335279_p.csv.gz,224.071,229.425,-8.814,-2.514
GaiaSource_335280-335500_p.csv.gz,220.831,229.231,-13.281,-3.177
GaiaSource_335501-335732_p.csv.gz,219.963,226.947,-13.111,-4.129
GaiaSource_335733-336328_p.csv.gz,209.343,240.275,-35.222,-3.931
GaiaSource_336329-337476_p.csv.gz,215.933,233.051,-36.942,-18.835
GaiaSource_337477-338947_p.csv.gz,210.56,229.375,-41.151,-20.309
GaiaSource_338948-340106_p.csv.gz,207.968,226.342,-34.611,-13.263
GaiaSource_340107-340703_p.csv.gz,215.673,225.68,-23.983,-11.821
GaiaSource_340704-341200_p.csv.gz,213.935,223.97,-21.526,-8.27
GaiaSource_341201-341491_p.csv.gz,216.016,222.952,-13.034,-4.967
GaiaSource_341492-341904_p.csv.gz,212.466,222.025,-16.751,-6.034
GaiaSource_341905-342641_p.csv.gz,206.673,223.371,-26.5,-7.369
GaiaSource_342642-343376_p.csv.gz,205.963,219.156,-26.249,-9.087
GaiaSource_343377-343894_p.csv.gz,206.333,216.069,-19.68,-7.466
GaiaSource_343895-344169_p.csv.gz,205.66,235.852,-22.232,11.059
GaiaSource_344170-344328_p.csv.gz,228.899,235.085,-2.398,4.703
GaiaSource_344329-344484_p.csv.gz,229.282,234.607,1.076,7.087
GaiaSource_344485-344636_p.csv.gz,226.093,234.335,-3.008,6.511
GaiaSource_344637-344768_p.csv.gz,226.546,231.263,-3.635,2.317
GaiaSource_344769-344904_p.csv.gz,226.097,231.163,-1.855,4.708
GaiaSource_344905-345055_p.csv.gz,225.116,230.425,-0.082,6.201
GaiaSource_345056-345271_p.csv.gz,225.233,234.26,0.545,11.312
GaiaSource_345272-345589_p.csv.gz,225.844,233.57,5.929,14.691
GaiaSource_345590-345805_p.csv.gz,223.765,232.389,2.918,12.969
GaiaSource_345806-346109_p.csv.gz,222.432,229.991,5.296,13.641
GaiaSource_346110-346273_p.csv.gz,217.981,232.945,-5.038,11.423
GaiaSource_346274-346449_p.csv.gz,222.032,228.259,-4.599,3.757
GaiaSource_346450-346603_p.csv.gz,221.691,226.947,-1.386,4.918
GaiaSource_346604-346789_p.csv.gz,218.771,227.041,-6.547,3.36
GaiaSource_346790-346962_p.csv.gz,218.611,224.678,-5.904,2.44
GaiaSource_346963-347122_p.csv.gz,218.274,223.502,-2.746,3.579
GaiaSource_347123-347301_p.csv.gz,218.702,227.215,-1.442,8.804
GaiaSource_347302-347543_p.csv.gz,219.258,226.721,2.622,11.843
GaiaSource_347544-347757_p.csv.gz,217.549,225.767,1.529,11.176
GaiaSource_347758-347937_p.csv.gz,216.895,223.348,0.837,8.698
GaiaSource_347938-348215_p.csv.gz,216.068,232.189,1.629,19.717
GaiaSource_348216-348780_p.csv.gz,222.891,233.432,10.735,22.19
GaiaSource_348781-349438_p.csv.gz,220.037,232.878,10.702,25.831
GaiaSource_349439-350312_p.csv.gz,214.995,233.444,10.059,30.64
GaiaSource_350313-350776_p.csv.gz,215.877,226.069,8.158,19.623
GaiaSource_350777-351214_p.csv.gz,213.599,222.48,8.027,17.97
GaiaSource_351215-352026_p.csv.gz,213.015,225.738,12.788,26.807
GaiaSource_352027-352381_p.csv.gz,203.028,232.944,-7.012,25.373
GaiaSource_352382-352553_p.csv.gz,215.195,221.57,-7.71,0.129
GaiaSource_352554-352745_p.csv.gz,214.867,220.208,-4.204,2.202
GaiaSource_352746-352945_p.csv.gz,211.765,220.178,-9.674,0.597
GaiaSource_352946-353142_p.csv.gz,211.418,217.73,-7.976,0.318
GaiaSource_353143-353319_p.csv.gz,210.917,219.652,-6.101,4.813
GaiaSource_353320-353484_p.csv.gz,214.547,219.507,-0.692,5.523
GaiaSource_353485-353689_p.csv.gz,213.067,219.491,1.238,9.112
GaiaSource_353690-353884_p.csv.gz,210.722,218.837,-1.257,8.413
GaiaSource_353885-354063_p.csv.gz,210.086,216.147,-1.969,5.279
GaiaSource_354064-354271_p.csv.gz,209.761,215.514,1.35,7.963
GaiaSource_354272-354513_p.csv.gz,204.054,219.334,-11.099,6.365
GaiaSource_354514-354732_p.csv.gz,207.909,214.316,-8.764,-0.894
