filename,l_min,l_max,b_min,b_max
GaiaSource_683590-683787_p.csv.gz,333.552,340.605,13.534,20.139
GaiaSource_683788-683951_p.csv.gz,336.827,342.981,14.104,19.844
GaiaSource_683952-684057_p.csv.gz,333.025,350.112,3.822,20.559
GaiaSource_684058-684112_p.csv.gz,340.36,344.004,3.859,7.513
GaiaSource_684113-684148_p.csv.gz,342.24,344.854,4.591,7.239
GaiaSource_684149-684200_p.csv.gz,340.268,345.048,4.488,9.263
GaiaSource_684201-684259_p.csv.gz,341.133,345.234,5.792,9.889
GaiaSource_684260-684300_p.csv.gz,342.047,346.923,4.684,9.587
GaiaSource_684301-684335_p.csv.gz,344.119,346.729,4.753,7.421
GaiaSource_684336-684372_p.csv.gz,345.059,347.938,4.486,7.488
GaiaSource_684373-684412_p.csv.gz,346.001,348.883,4.851,7.774
GaiaSource_684413-684463_p.csv.gz,343.918,348.607,5.025,9.746
GaiaSource_684464-684500_p.csv.gz,345.412,348.329,6.305,9.318
GaiaSource_684501-684534_p.csv.gz,346.352,349.116,6.669,9.479
GaiaSource_684535-684615_p.csv.gz,340.479,349.053,4.788,13.271
GaiaSource_684616-684687_p.csv.gz,341.136,346.096,7.764,12.661
GaiaSource_684688-684761_p.csv.gz,341.246,345.554,9.093,13.317
GaiaSource_684762-684823_p.csv.gz,342.596,347.975,7.921,13.273
GaiaSource_684824-684881_p.csv.gz,344.767,348.562,7.761,11.577
GaiaSource_684882-684930_p.csv.gz,345.102,349.846,8.022,12.761
GaiaSource_684931-685004_p.csv.gz,344.738,348.644,9.563,13.415
GaiaSource_685005-685062_p.csv.gz,344.233,352.871,4.871,13.484
GaiaSource_685063-685083_p.csv.gz,347.955,350.18,4.646,6.904
GaiaSource_685084-685106_p.csv.gz,347.867,350.281,5.097,7.582
GaiaSource_685107-685123_p.csv.gz,348.804,351.209,5.092,7.581
GaiaSource_685124-685136_p.csv.gz,349.819,351.48,4.965,6.661
GaiaSource_685137-685147_p.csv.gz,350.609,352.035,4.944,6.416
GaiaSource_685148-685161_p.csv.gz,349.826,352.138,5.068,7.451
GaiaSource_685162-685175_p.csv.gz,350.155,352.237,5.628,7.787
GaiaSource_685176-685196_p.csv.gz,348.052,352.328,5.092,9.396
GaiaSource_685197-685224_p.csv.gz,348.322,350.839,6.684,9.281
GaiaSource_685225-685252_p.csv.gz,348.632,351.676,6.675,9.856
GaiaSource_685253-685271_p.csv.gz,350.196,352.424,6.422,8.693
GaiaSource_685272-685295_p.csv.gz,350.091,352.512,6.876,9.381
GaiaSource_685296-685314_p.csv.gz,349.919,354.18,5.033,9.348
GaiaSource_685315-685324_p.csv.gz,351.678,352.961,5.006,6.378
GaiaSource_685325-685334_p.csv.gz,352.142,353.741,4.739,6.455
GaiaSource_685335-685345_p.csv.gz,351.867,354.073,4.859,7.132
GaiaSource_685346-685356_p.csv.gz,351.733,353.16,5.8,7.279
GaiaSource_685357-685367_p.csv.gz,352.337,354.08,5.64,7.462
GaiaSource_685368-685378_p.csv.gz,352.521,354.906,4.911,7.431
GaiaSource_685379-685393_p.csv.gz,353.53,355.263,4.628,6.457
GaiaSource_685394-685405_p.csv.gz,354.31,355.864,4.683,6.272
GaiaSource_685406-685418_p.csv.gz,353.445,355.734,4.953,7.358
GaiaSource_685419-685430_p.csv.gz,354.094,355.786,5.479,7.338
GaiaSource_685431-685441_p.csv.gz,352.059,356.112,4.789,8.87
GaiaSource_685442-685455_p.csv.gz,351.918,353.623,6.702,8.391
GaiaSource_685456-685467_p.csv.gz,352.709,354.273,6.538,8.123
GaiaSource_685468-685483_p.csv.gz,351.954,354.364,6.778,9.298
GaiaSource_685484-685498_p.csv.gz,352.688,354.45,7.439,9.272
GaiaSource_685499-685510_p.csv.gz,352.973,355.471,6.462,9.116
GaiaSource_685511-685521_p.csv.gz,353.909,355.657,6.422,8.259
GaiaSource_685522-685533_p.csv.gz,354.693,356.256,6.477,8.072
GaiaSource_685534-685546_p.csv.gz,353.809,356.115,6.75,9.162
GaiaSource_685547-685561_p.csv.gz,354.449,356.295,7.278,9.242
GaiaSource_685562-685588_p.csv.gz,348.377,356.383,5.031,12.982
GaiaSource_685589-685627_p.csv.gz,348.524,351.445,8.499,11.452
GaiaSource_685628-685657_p.csv.gz,349.659,352.762,8.015,11.208
GaiaSource_685658-685689_p.csv.gz,350.392,353.113,8.683,11.419
GaiaSource_685690-685744_p.csv.gz,348.248,352.988,8.715,13.499
GaiaSource_685745-685798_p.csv.gz,349.716,353.321,9.831,13.482
GaiaSource_685799-685838_p.csv.gz,350.122,355.045,8.401,13.456
GaiaSource_685839-685859_p.csv.gz,352.46,354.887,8.343,10.869
GaiaSource_685860-685888_p.csv.gz,352.532,355.525,8.429,11.533
GaiaSource_685889-685906_p.csv.gz,354.107,356.004,8.124,10.068
GaiaSource_685907-685925_p.csv.gz,354.323,356.739,8.179,10.722
GaiaSource_685926-685948_p.csv.gz,354.392,356.628,8.88,11.18
GaiaSource_685949-685984_p.csv.gz,352.302,356.706,8.514,12.99
GaiaSource_685985-686026_p.csv.gz,352.66,356.119,9.764,13.354
GaiaSource_686027-686062_p.csv.gz,354.398,357.049,9.984,12.79
GaiaSource_686063-686128_p.csv.gz,340.905,357.184,4.877,20.814
GaiaSource_686129-686209_p.csv.gz,341.799,346.548,11.441,16.039
GaiaSource_686210-686314_p.csv.gz,341.146,346.191,12.392,17.262
GaiaSource_686315-686403_p.csv.gz,343.023,348.653,11.373,16.846
GaiaSource_686404-686500_p.csv.gz,345.039,350.326,11.674,16.859
GaiaSource_686501-686630_p.csv.gz,341.321,350.512,11.59,20.413
GaiaSource_686631-686780_p.csv.gz,340.857,346.801,14.871,20.423
GaiaSource_686781-686933_p.csv.gz,342.773,349.748,14.387,20.951
GaiaSource_686934-687105_p.csv.gz,343.967,353.667,12.37,21.709
GaiaSource_687106-687199_p.csv.gz,348.585,353.568,10.878,15.774
GaiaSource_687200-687311_p.csv.gz,348.62,353.684,12.12,17.159
GaiaSource_687312-687411_p.csv.gz,350.524,355.975,11.548,17.105
GaiaSource_687412-687480_p.csv.gz,353.696,357.577,11.393,15.308
GaiaSource_687481-687639_p.csv.gz,349.195,358.277,11.303,20.275
GaiaSource_687640-687899_p.csv.gz,348.324,356.38,13.917,21.719
GaiaSource_687900-688120_p.csv.gz,352.196,359.053,14.626,21.275
GaiaSource_688121-688148_p.csv.gz,286.596,357.791,-12.346,41.755
GaiaSource_688149-688172_p.csv.gz,297.37,299.82,-3.347,-1.523
GaiaSource_688173-688195_p.csv.gz,297.795,300.249,-2.512,-0.719
GaiaSource_688196-688229_p.csv.gz,299.372,301.701,-1.902,0.138
GaiaSource_688230-688266_p.csv.gz,296.924,301.605,-2.611,0.884
GaiaSource_688267-688289_p.csv.gz,297.074,299.517,-1.881,-0.051
GaiaSource_688290-688317_p.csv.gz,296.961,299.437,-1.7,0.505
GaiaSource_688318-688355_p.csv.gz,298.485,301.416,-0.869,1.636
GaiaSource_688356-688384_p.csv.gz,298.933,301.898,-0.801,2.412
GaiaSource_688385-688446_p.csv.gz,301.271,303.59,-0.421,2.24
GaiaSource_688447-688487_p.csv.gz,303.01,305.525,0.837,3.192
GaiaSource_688488-688520_p.csv.gz,301.09,305.36,0.85,3.899
GaiaSource_688521-688548_p.csv.gz,301.041,303.254,1.445,3.189
GaiaSource_688549-688573_p.csv.gz,300.948,303.089,2.005,3.758
GaiaSource_688574-688603_p.csv.gz,302.448,305.168,2.37,4.325
GaiaSource_688604-688631_p.csv.gz,302.932,305.114,3.132,5.089
GaiaSource_688632-688658_p.csv.gz,296.021,304.927,-1.148,5.412
GaiaSource_688659-688691_p.csv.gz,296.774,299.215,-0.41,1.435
GaiaSource_688692-688717_p.csv.gz,297.746,300.142,0.528,2.298
GaiaSource_688718-688742_p.csv.gz,298.747,301.071,1.426,3.131
GaiaSource_688743-688773_p.csv.gz,296.324,301.012,0.328,3.882
GaiaSource_688774-688809_p.csv.gz,296.475,298.962,0.698,2.915
GaiaSource_688810-688847_p.csv.gz,296.323,299.855,1.624,3.791
GaiaSource_688848-688883_p.csv.gz,298.409,300.763,2.907,4.634
GaiaSource_688884-688915_p.csv.gz,299.378,302.471,2.274,5.462
GaiaSource_688916-688947_p.csv.gz,300.665,302.93,3.126,4.71
GaiaSource_688948-688981_p.csv.gz,301.631,304.836,3.905,5.634
GaiaSource_688982-689023_p.csv.gz,302.605,304.856,4.667,6.991
GaiaSource_689024-689065_p.csv.gz,300.375,302.626,3.869,6.224
GaiaSource_689066-689116_p.csv.gz,300.264,304.523,5.195,7.344
GaiaSource_689117-689162_p.csv.gz,302.273,306.987,2.257,8.519
GaiaSource_689163-689188_p.csv.gz,305.202,307.452,2.908,4.627
GaiaSource_689189-689217_p.csv.gz,305.123,307.986,3.229,5.394
GaiaSource_689218-689250_p.csv.gz,306.998,309.355,3.594,5.968
GaiaSource_689251-689291_p.csv.gz,304.945,309.192,3.461,6.927
GaiaSource_689292-689326_p.csv.gz,304.787,307.12,4.477,6.176
GaiaSource_689327-689377_p.csv.gz,305.497,309.029,5.003,7.659
GaiaSource_689378-689428_p.csv.gz,306.556,311.218,4.636,8.321
GaiaSource_689429-689478_p.csv.gz,308.78,312.177,5.164,8.013
GaiaSource_689479-689544_p.csv.gz,308.697,313.311,5.722,9.565
GaiaSource_689545-689621_p.csv.gz,308.448,312.646,6.453,9.808
GaiaSource_689622-689689_p.csv.gz,304.635,312.899,4.435,11.561
GaiaSource_689690-689750_p.csv.gz,304.479,308.612,5.839,8.684
GaiaSource_689751-689828_p.csv.gz,304.234,308.751,6.607,10.039
GaiaSource_689829-689925_p.csv.gz,304.182,309.926,7.601,11.586
GaiaSource_689926-690023_p.csv.gz,308.126,312.485,7.909,11.994
GaiaSource_690024-690137_p.csv.gz,307.779,312.426,9.104,13.221
GaiaSource_690138-690202_p.csv.gz,294.135,312.199,1.739,13.843
GaiaSource_690203-690241_p.csv.gz,296.021,299.115,2.549,5.227
GaiaSource_690242-690295_p.csv.gz,298.047,300.498,3.833,6.519
GaiaSource_690296-690342_p.csv.gz,295.717,300.373,3.292,6.885
GaiaSource_690343-690400_p.csv.gz,295.562,300.238,4.413,7.648
GaiaSource_690401-690464_p.csv.gz,297.679,302.322,5.141,8.521
GaiaSource_690465-690542_p.csv.gz,299.911,304.216,6.318,9.264
GaiaSource_690543-690623_p.csv.gz,299.647,304.054,6.882,10.05
GaiaSource_690624-690705_p.csv.gz,294.78,303.913,4.786,11.6
GaiaSource_690706-690770_p.csv.gz,295.408,299.49,5.531,8.349
GaiaSource_690771-690846_p.csv.gz,295.096,299.905,6.278,9.93
GaiaSource_690847-690937_p.csv.gz,294.86,299.668,7.027,11.068
GaiaSource_690938-691043_p.csv.gz,298.019,303.572,8.275,12.384
GaiaSource_691044-691184_p.csv.gz,298.921,303.418,9.907,13.941
GaiaSource_691185-691302_p.csv.gz,301.968,308.368,8.251,14.704
GaiaSource_691303-691436_p.csv.gz,303.541,308.004,9.813,13.939
GaiaSource_691437-691587_p.csv.gz,305.797,312.054,10.806,16.183
GaiaSource_691588-691712_p.csv.gz,303.523,311.751,10.915,17.865
GaiaSource_691713-691892_p.csv.gz,302.935,307.52,11.605,16.285
GaiaSource_691893-692119_p.csv.gz,303.869,311.453,14.07,19.447
GaiaSource_692120-692274_p.csv.gz,305.961,318.186,6.808,20.885
GaiaSource_692275-692370_p.csv.gz,312.277,317.051,7.851,11.951
GaiaSource_692371-692479_p.csv.gz,312.133,316.759,8.836,13.554
GaiaSource_692480-692577_p.csv.gz,315.765,320.412,8.414,13.257
GaiaSource_692578-692694_p.csv.gz,315.517,320.37,10.013,14.444
GaiaSource_692695-692818_p.csv.gz,311.68,320.365,8.767,16.779
GaiaSource_692819-692966_p.csv.gz,311.408,316.718,11.28,16.155
GaiaSource_692967-693129_p.csv.gz,313.217,320.228,11.926,18.114
GaiaSource_693130-693292_p.csv.gz,314.591,323.957,10.799,19.26
GaiaSource_693293-693427_p.csv.gz,319.064,324.366,11.729,16.322
GaiaSource_693428-693584_p.csv.gz,320.255,326.793,12.342,17.56
GaiaSource_693585-693766_p.csv.gz,319.446,328.762,12.158,20.797
GaiaSource_693767-693981_p.csv.gz,318.243,324.214,14.301,20.434
GaiaSource_693982-694237_p.csv.gz,320.243,327.749,15.932,22.882
GaiaSource_694238-694455_p.csv.gz,310.574,326.71,10.827,26.304
GaiaSource_694456-694702_p.csv.gz,311.946,319.754,15.411,21.687
GaiaSource_694703-695006_p.csv.gz,310.067,319.19,15.733,23.554
GaiaSource_695007-695362_p.csv.gz,311.705,322.882,17.961,26.305
GaiaSource_695363-695701_p.csv.gz,317.595,326.697,18.277,26.29
GaiaSource_695702-696143_p.csv.gz,315.817,326.205,20.131,28.335
GaiaSource_696144-696386_p.csv.gz,289.863,326.258,6.011,31.545
GaiaSource_696387-696521_p.csv.gz,294.46,299.29,9.293,12.984
GaiaSource_696522-696698_p.csv.gz,296.207,302.925,11.175,15.903
GaiaSource_696699-696897_p.csv.gz,293.465,302.712,10.807,17.867
GaiaSource_696898-697115_p.csv.gz,293.464,300.568,12.329,17.797
GaiaSource_697116-697394_p.csv.gz,297.473,305.051,14.487,21.011
GaiaSource_697395-697683_p.csv.gz,302.246,310.167,15.844,21.05
GaiaSource_697684-698055_p.csv.gz,301.559,311.126,17.348,24.164
GaiaSource_698056-698458_p.csv.gz,291.329,309.136,13.863,26.848
GaiaSource_698459-698807_p.csv.gz,292.407,301.767,15.389,22.607
GaiaSource_698808-699246_p.csv.gz,291.868,300.678,16.934,24.876
GaiaSource_699247-699779_p.csv.gz,293.554,306.7,20.447,28.517
GaiaSource_699780-700445_p.csv.gz,295.522,314.175,20.319,32.419
GaiaSource_700446-700929_p.csv.gz,308.334,317.485,20.405,29.731
GaiaSource_700930-701539_p.csv.gz,306.386,321.056,22.245,32.713
GaiaSource_701540-702228_p.csv.gz,311.956,324.868,25.533,34.801
GaiaSource_702229-703045_p.csv.gz,302.712,323.15,24.936,38.228
GaiaSource_703046-704043_p.csv.gz,300.972,321.128,29.71,40.811
GaiaSource_704044-704615_p.csv.gz,306.168,342.693,13.876,43.229
GaiaSource_704616-704822_p.csv.gz,326.008,333.428,14.647,21.351
GaiaSource_704823-705074_p.csv.gz,325.714,336.175,15.332,24.451
GaiaSource_705075-705381_p.csv.gz,325.35,334.507,17.811,25.615
GaiaSource_705382-705697_p.csv.gz,328.234,340.011,16.453,26.333
GaiaSource_705698-705968_p.csv.gz,333.796,342.972,16.856,24.933
GaiaSource_705969-706346_p.csv.gz,331.944,342.894,18.016,27.428
GaiaSource_706347-706757_p.csv.gz,323.768,343.697,16.453,33.414
GaiaSource_706758-707257_p.csv.gz,322.577,335.108,22.749,32.0
GaiaSource_707258-707825_p.csv.gz,324.375,339.159,23.826,34.206
GaiaSource_707826-708423_p.csv.gz,330.206,343.287,24.615,34.543
GaiaSource_708424-708791_p.csv.gz,331.212,351.782,17.793,35.384
GaiaSource_708792-709048_p.csv.gz,342.409,350.796,18.058,25.684
GaiaSource_709049-709433_p.csv.gz,339.722,350.817,18.932,28.75
GaiaSource_709434-709747_p.csv.gz,343.721,355.729,18.068,29.015
GaiaSource_709748-710046_p.csv.gz,348.865,358.602,17.016,26.248
GaiaSource_710047-710412_p.csv.gz,347.759,358.727,18.838,29.04
GaiaSource_710413-710845_p.csv.gz,339.186,359.865,18.07,36.306
GaiaSource_710846-711444_p.csv.gz,338.444,351.649,25.39,35.985
GaiaSource_711445-712016_p.csv.gz,342.716,357.508,23.868,36.309
GaiaSource_712017-712641_p.csv.gz,1.064,355.853,25.193,37.247
GaiaSource_712642-713432_p.csv.gz,318.384,358.982,18.607,50.386
GaiaSource_713433-714343_p.csv.gz,321.729,341.885,29.687,43.012
GaiaSource_714344-715497_p.csv.gz,313.988,340.888,31.045,47.347
GaiaSource_715498-716837_p.csv.gz,317.066,349.064,33.193,51.708
GaiaSource_716838-717825_p.csv.gz,335.256,353.369,31.287,45.137
GaiaSource_717826-718777_p.csv.gz,1.161,353.807,30.939,44.552
GaiaSource_718778-720122_p.csv.gz,331.479,358.791,33.664,52.231
GaiaSource_720123-721214_p.csv.gz,96.327,302.935,-60.212,-27.142
GaiaSource_721215-721969_p.csv.gz,303.688,306.24,-38.503,-29.995
GaiaSource_721970-722959_p.csv.gz,304.48,308.316,-44.185,-32.828
GaiaSource_722960-723580_p.csv.gz,309.41,318.462,-34.097,-23.023
GaiaSource_723581-724204_p.csv.gz,312.205,321.477,-37.706,-22.007
GaiaSource_724205-725020_p.csv.gz,306.246,329.529,-49.871,-29.994
GaiaSource_725021-726249_p.csv.gz,306.494,324.614,-49.855,-35.893
GaiaSource_726250-727564_p.csv.gz,308.327,334.618,-55.546,-36.595
GaiaSource_727565-728738_p.csv.gz,318.145,339.299,-52.712,-36.661
GaiaSource_728739-729424_p.csv.gz,311.731,338.918,-51.484,-14.781
GaiaSource_729425-729840_p.csv.gz,318.488,326.062,-31.262,-20.936
GaiaSource_729841-730349_p.csv.gz,322.015,328.969,-34.901,-23.597
GaiaSource_730350-730993_p.csv.gz,324.633,333.821,-38.486,-28.279
GaiaSource_730994-731375_p.csv.gz,321.488,336.187,-36.105,-17.4
GaiaSource_731376-731725_p.csv.gz,324.457,332.951,-28.62,-18.631
GaiaSource_731726-732020_p.csv.gz,325.94,333.68,-27.648,-18.323
GaiaSource_732021-732459_p.csv.gz,328.784,336.544,-33.283,-22.014
GaiaSource_732460-732967_p.csv.gz,332.729,340.104,-34.922,-25.291
GaiaSource_732968-733739_p.csv.gz,326.339,343.388,-45.364,-28.406
GaiaSource_733740-734791_p.csv.gz,329.943,347.606,-49.799,-34.546
GaiaSource_734792-735726_p.csv.gz,333.278,351.174,-47.801,-32.801
GaiaSource_735727-736505_p.csv.gz,338.783,351.085,-43.255,-30.982
GaiaSource_736506-737645_p.csv.gz,310.874,359.323,-71.918,-34.917
GaiaSource_737646-739536_p.csv.gz,312.413,346.775,-66.694,-46.417
GaiaSource_739537-741346_p.csv.gz,326.829,357.44,-63.98,-47.378
GaiaSource_741347-743869_p.csv.gz,8.14,351.565,-76.072,-52.184
GaiaSource_743870-746018_p.csv.gz,17.043,341.684,-73.508,-45.314
GaiaSource_746019-747583_p.csv.gz,8.123,348.3,-58.809,-43.786
GaiaSource_747584-748817_p.csv.gz,7.821,353.458,-52.821,-40.613
GaiaSource_748818-750556_p.csv.gz,16.393,359.787,-63.777,-44.452
GaiaSource_750557-752583_p.csv.gz,4.377,33.951,-68.167,-48.242
GaiaSource_752584-753779_p.csv.gz,9.803,327.408,-61.704,1.984
GaiaSource_753780-754028_p.csv.gz,328.859,336.847,-26.538,-17.077
GaiaSource_754029-754283_p.csv.gz,330.319,339.267,-26.132,-16.112
GaiaSource_754284-754492_p.csv.gz,331.763,338.617,-23.723,-16.112
GaiaSource_754493-754778_p.csv.gz,334.765,343.386,-29.046,-19.161
GaiaSource_754779-755222_p.csv.gz,337.461,347.34,-31.719,-22.724
GaiaSource_755223-755601_p.csv.gz,339.771,348.939,-30.39,-21.681
GaiaSource_755602-755839_p.csv.gz,333.212,350.59,-30.087,-11.977
GaiaSource_755840-756008_p.csv.gz,334.642,341.591,-22.428,-14.779
GaiaSource_756009-756228_p.csv.gz,336.082,345.386,-23.7,-13.397
GaiaSource_756229-756367_p.csv.gz,336.441,342.255,-19.705,-14.093
GaiaSource_756368-756503_p.csv.gz,338.224,344.529,-20.834,-13.398
GaiaSource_756504-756682_p.csv.gz,341.382,346.754,-22.082,-16.756
GaiaSource_756683-756934_p.csv.gz,341.278,349.705,-26.214,-18.068
GaiaSource_756935-757268_p.csv.gz,345.125,353.964,-28.653,-19.301
GaiaSource_757269-757502_p.csv.gz,345.777,352.553,-24.517,-18.879
GaiaSource_757503-757838_p.csv.gz,342.609,358.753,-33.609,-21.102
GaiaSource_757839-758432_p.csv.gz,345.28,355.388,-36.624,-27.793
GaiaSource_758433-759078_p.csv.gz,349.832,359.699,-39.956,-26.854
GaiaSource_759079-759805_p.csv.gz,5.689,355.56,-41.085,-31.635
GaiaSource_759806-760276_p.csv.gz,3.605,351.505,-37.307,-23.938
GaiaSource_760277-760668_p.csv.gz,0.489,354.891,-32.158,-23.558
GaiaSource_760669-761182_p.csv.gz,4.514,359.451,-36.869,-24.807
GaiaSource_761183-761683_p.csv.gz,1.394,10.349,-36.097,-26.369
GaiaSource_761684-761924_p.csv.gz,0.67,343.836,-35.367,-3.239
GaiaSource_761925-762031_p.csv.gz,340.359,345.131,-17.908,-12.692
GaiaSource_762032-762143_p.csv.gz,342.262,347.429,-19.137,-12.987
GaiaSource_762144-762283_p.csv.gz,344.268,349.689,-20.588,-15.231
GaiaSource_762284-762398_p.csv.gz,341.78,351.15,-20.566,-10.507
GaiaSource_762399-762484_p.csv.gz,342.489,347.251,-16.755,-11.611
GaiaSource_762485-762556_p.csv.gz,343.197,347.96,-16.387,-11.248
GaiaSource_762557-762635_p.csv.gz,345.343,349.918,-16.749,-11.984
GaiaSource_762636-762746_p.csv.gz,347.196,352.211,-19.045,-13.963
GaiaSource_762747-762839_p.csv.gz,347.882,352.902,-18.589,-13.5
GaiaSource_762840-762999_p.csv.gz,347.123,355.757,-23.122,-14.835
GaiaSource_763000-763191_p.csv.gz,349.49,356.309,-24.24,-17.108
GaiaSource_763192-763415_p.csv.gz,0.082,357.126,-25.323,-15.801
GaiaSource_763416-763560_p.csv.gz,351.644,357.068,-21.245,-16.021
GaiaSource_763561-763702_p.csv.gz,353.765,359.005,-21.568,-15.4
GaiaSource_763703-763886_p.csv.gz,0.016,357.805,-22.031,-16.609
GaiaSource_763887-763956_p.csv.gz,1.805,355.702,-22.854,-6.035
GaiaSource_763957-764020_p.csv.gz,346.529,350.109,-14.953,-11.102
GaiaSource_764021-764072_p.csv.gz,346.038,350.824,-14.892,-9.757
GaiaSource_764073-764123_p.csv.gz,347.28,351.165,-14.268,-9.568
GaiaSource_764124-764184_p.csv.gz,348.418,353.194,-16.066,-10.915
GaiaSource_764185-764265_p.csv.gz,350.063,354.717,-17.452,-12.524
GaiaSource_764266-764334_p.csv.gz,350.746,355.26,-16.689,-12.063
GaiaSource_764335-764399_p.csv.gz,352.402,355.785,-15.604,-12.095
GaiaSource_764400-764443_p.csv.gz,347.458,356.292,-16.351,-7.491
GaiaSource_764444-764478_p.csv.gz,348.166,351.125,-11.965,-9.092
GaiaSource_764479-764522_p.csv.gz,349.724,352.958,-13.406,-10.265
GaiaSource_764523-764557_p.csv.gz,348.879,353.445,-12.94,-8.239
GaiaSource_764558-764586_p.csv.gz,349.589,352.002,-11.207,-8.617
GaiaSource_764587-764614_p.csv.gz,350.365,352.964,-11.315,-8.356
GaiaSource_764615-764644_p.csv.gz,351.287,353.914,-11.609,-9.062
GaiaSource_764645-764668_p.csv.gz,351.871,354.023,-10.786,-8.637
GaiaSource_764669-764711_p.csv.gz,351.172,355.591,-13.683,-9.187
GaiaSource_764712-764755_p.csv.gz,352.861,355.942,-13.922,-10.413
GaiaSource_764756-764799_p.csv.gz,354.411,357.471,-13.69,-10.735
GaiaSource_764800-764831_p.csv.gz,352.973,355.807,-12.057,-9.574
GaiaSource_764832-764856_p.csv.gz,353.427,355.904,-11.231,-8.908
GaiaSource_764857-764887_p.csv.gz,354.373,357.337,-12.381,-9.06
GaiaSource_764888-764915_p.csv.gz,355.314,357.555,-11.805,-9.393
GaiaSource_764916-764977_p.csv.gz,0.277,357.596,-17.554,-9.57
GaiaSource_764978-765069_p.csv.gz,354.835,359.286,-17.982,-13.271
GaiaSource_765070-765137_p.csv.gz,355.345,358.742,-16.442,-12.761
GaiaSource_765138-765220_p.csv.gz,1.168,359.342,-18.454,-13.182
GaiaSource_765221-765324_p.csv.gz,1.424,359.761,-19.1,-14.182
GaiaSource_765325-765403_p.csv.gz,0.453,359.124,-17.653,-13.499
GaiaSource_765404-765466_p.csv.gz,1.268,358.13,-18.194,-10.382
GaiaSource_765467-765512_p.csv.gz,356.303,359.58,-14.589,-11.108
GaiaSource_765513-765562_p.csv.gz,0.849,359.874,-14.582,-11.678
GaiaSource_765563-765596_p.csv.gz,0.827,359.441,-14.032,-9.952
GaiaSource_765597-765623_p.csv.gz,357.185,359.747,-12.188,-9.592
GaiaSource_765624-765656_p.csv.gz,1.041,359.77,-13.174,-9.793
GaiaSource_765657-765687_p.csv.gz,0.682,359.908,-12.61,-10.007
GaiaSource_765688-765735_p.csv.gz,0.285,358.618,-15.271,-10.38
GaiaSource_765736-765789_p.csv.gz,0.372,4.01,-15.911,-11.763
GaiaSource_765790-765836_p.csv.gz,0.463,4.662,-15.373,-10.854
GaiaSource_765837-765869_p.csv.gz,0.873,3.196,-13.347,-10.611
GaiaSource_765870-765904_p.csv.gz,1.663,4.168,-13.73,-10.58
GaiaSource_765905-765940_p.csv.gz,2.697,5.013,-13.858,-11.098
GaiaSource_765941-766146_p.csv.gz,4.89,357.391,-26.541,-11.358
GaiaSource_766147-766464_p.csv.gz,1.38,359.349,-27.895,-19.506
GaiaSource_766465-766667_p.csv.gz,0.298,358.821,-23.6,-17.946
GaiaSource_766668-766857_p.csv.gz,2.022,8.437,-24.944,-18.02
GaiaSource_766858-767082_p.csv.gz,2.436,11.531,-29.352,-18.646
GaiaSource_767083-767466_p.csv.gz,5.499,14.583,-31.244,-22.539
GaiaSource_767467-767715_p.csv.gz,6.179,14.673,-29.184,-19.971
GaiaSource_767716-768009_p.csv.gz,1.451,17.256,-29.354,-13.852
GaiaSource_768010-768122_p.csv.gz,1.719,6.363,-20.411,-15.928
GaiaSource_768123-768203_p.csv.gz,2.143,6.378,-19.292,-14.689
GaiaSource_768204-768295_p.csv.gz,3.987,8.54,-20.73,-15.262
GaiaSource_768296-768422_p.csv.gz,5.589,10.362,-21.5,-16.148
GaiaSource_768423-768527_p.csv.gz,3.273,11.239,-20.735,-12.471
GaiaSource_768528-768578_p.csv.gz,3.698,6.776,-16.322,-13.02
GaiaSource_768579-768640_p.csv.gz,4.302,8.461,-16.896,-12.321
